Packetnummer;Ware;fuellstand;veschickt um;angekommen um
1280;milch;0;2017-06-15 02:05:18.877;2017-06-15 02:05:18.878
1281;milch;0;2017-06-15 02:05:24.881;2017-06-15 02:05:24.881
1282;milch;0;2017-06-15 02:05:30.884;2017-06-15 02:05:30.884
1283;milch;0;2017-06-15 02:05:36.912;2017-06-15 02:05:36.912
1284;milch;0;2017-06-15 02:05:42.916;2017-06-15 02:05:42.916
1285;milch;0;2017-06-15 02:05:48.92;2017-06-15 02:05:48.921
1286;milch;0;2017-06-15 02:05:54.925;2017-06-15 02:05:54.925
1287;milch;0;2017-06-15 02:06:00.928;2017-06-15 02:06:00.928
1288;milch;0;2017-06-15 02:06:06.936;2017-06-15 02:06:06.936
1289;milch;0;2017-06-15 02:06:12.939;2017-06-15 02:06:12.939
1290;milch;0;2017-06-15 02:06:18.942;2017-06-15 02:06:18.943
1291;milch;0;2017-06-15 02:06:24.945;2017-06-15 02:06:24.945
1292;milch;0;2017-06-15 02:06:30.948;2017-06-15 02:06:30.948
1293;milch;0;2017-06-15 02:06:36.951;2017-06-15 02:06:36.951
1294;milch;0;2017-06-15 02:06:42.953;2017-06-15 02:06:42.953
1295;milch;0;2017-06-15 02:06:48.956;2017-06-15 02:06:48.957
1296;milch;0;2017-06-15 02:06:54.96;2017-06-15 02:06:54.96
1297;milch;0;2017-06-15 02:07:00.963;2017-06-15 02:07:00.963
1298;milch;0;2017-06-15 02:07:06.966;2017-06-15 02:07:06.966
1299;milch;0;2017-06-15 02:07:12.969;2017-06-15 02:07:12.969
1300;milch;0;2017-06-15 02:07:18.972;2017-06-15 02:07:18.973
1301;milch;0;2017-06-15 02:07:24.976;2017-06-15 02:07:24.976
1302;milch;0;2017-06-15 02:07:30.979;2017-06-15 02:07:30.979
1303;milch;0;2017-06-15 02:07:36.982;2017-06-15 02:07:36.982
1304;milch;0;2017-06-15 02:07:42.985;2017-06-15 02:07:42.985
1305;milch;0;2017-06-15 02:07:48.988;2017-06-15 02:07:48.989
1306;milch;0;2017-06-15 02:07:54.991;2017-06-15 02:07:54.991
1307;milch;0;2017-06-15 02:08:00.994;2017-06-15 02:08:00.994
1308;milch;0;2017-06-15 02:08:06.997;2017-06-15 02:08:06.997
1309;milch;0;2017-06-15 02:08:13.0;2017-06-15 02:08:13.0
1310;milch;0;2017-06-15 02:08:19.003;2017-06-15 02:08:19.004
1311;milch;0;2017-06-15 02:08:25.006;2017-06-15 02:08:25.006
1312;milch;0;2017-06-15 02:08:31.009;2017-06-15 02:08:31.009
1313;milch;0;2017-06-15 02:08:37.012;2017-06-15 02:08:37.012
1314;milch;0;2017-06-15 02:08:43.015;2017-06-15 02:08:43.015
1315;milch;0;2017-06-15 02:08:49.017;2017-06-15 02:08:49.018
1316;milch;0;2017-06-15 02:08:55.02;2017-06-15 02:08:55.02
1317;milch;0;2017-06-15 02:09:01.022;2017-06-15 02:09:01.022
1318;milch;0;2017-06-15 02:09:07.025;2017-06-15 02:09:07.025
1319;milch;0;2017-06-15 02:09:13.028;2017-06-15 02:09:13.028
1320;milch;0;2017-06-15 02:09:19.03;2017-06-15 02:09:19.031
1321;milch;0;2017-06-15 02:09:25.033;2017-06-15 02:09:25.033
1322;milch;0;2017-06-15 02:09:31.04;2017-06-15 02:09:31.04
1323;milch;0;2017-06-15 02:09:37.042;2017-06-15 02:09:37.042
1324;milch;0;2017-06-15 02:09:43.044;2017-06-15 02:09:43.044
1325;milch;0;2017-06-15 02:09:49.067;2017-06-15 02:09:49.068
1326;milch;0;2017-06-15 02:09:55.07;2017-06-15 02:09:55.07
1327;milch;0;2017-06-15 02:10:01.072;2017-06-15 02:10:01.072
1328;milch;0;2017-06-15 02:10:07.074;2017-06-15 02:10:07.074
1329;milch;0;2017-06-15 02:10:13.076;2017-06-15 02:10:13.076
1330;milch;0;2017-06-15 02:10:19.078;2017-06-15 02:10:19.079
1331;milch;0;2017-06-15 02:10:25.081;2017-06-15 02:10:25.081
1332;milch;0;2017-06-15 02:10:31.083;2017-06-15 02:10:31.083
Packetnummer;Ware;fuellstand;veschickt um;angekommen um
1;milch;198;2017-12-13 11:54:13.206;2017-12-13 11:54:13.225
2;milch;196;2017-12-13 11:54:18.226;2017-12-13 11:54:18.228
3;milch;194;2017-12-13 11:54:23.23;2017-12-13 11:54:23.232
4;milch;192;2017-12-13 11:54:28.232;2017-12-13 11:54:28.234
5;milch;190;2017-12-13 11:54:33.235;2017-12-13 11:54:33.237
6;milch;188;2017-12-13 11:54:38.238;2017-12-13 11:54:38.239
7;milch;186;2017-12-13 11:54:43.242;2017-12-13 11:54:43.244
8;milch;184;2017-12-13 11:54:48.245;2017-12-13 11:54:48.247
9;milch;182;2017-12-13 11:54:53.248;2017-12-13 11:54:53.249
10;milch;180;2017-12-13 11:54:58.251;2017-12-13 11:54:58.252
11;milch;178;2017-12-13 11:55:03.253;2017-12-13 11:55:03.254
12;milch;176;2017-12-13 11:55:08.255;2017-12-13 11:55:08.257
13;milch;174;2017-12-13 11:55:13.259;2017-12-13 11:55:13.259
14;milch;172;2017-12-13 11:55:18.259;2017-12-13 11:55:18.261
15;milch;170;2017-12-13 11:55:23.262;2017-12-13 11:55:23.263
16;milch;168;2017-12-13 11:55:28.265;2017-12-13 11:55:28.267
17;milch;166;2017-12-13 11:55:33.267;2017-12-13 11:55:33.269
18;milch;164;2017-12-13 11:55:38.27;2017-12-13 11:55:38.272
19;milch;162;2017-12-13 11:55:43.274;2017-12-13 11:55:43.275
20;milch;160;2017-12-13 11:55:48.276;2017-12-13 11:55:48.277
21;milch;158;2017-12-13 11:55:53.278;2017-12-13 11:55:53.28
22;milch;156;2017-12-13 11:55:58.281;2017-12-13 11:55:58.283
23;milch;154;2017-12-13 11:56:03.284;2017-12-13 11:56:03.285
24;milch;152;2017-12-13 11:56:08.287;2017-12-13 11:56:08.288
25;milch;150;2017-12-13 11:56:13.29;2017-12-13 11:56:13.29
26;milch;148;2017-12-13 11:56:18.291;2017-12-13 11:56:18.292
27;milch;146;2017-12-13 11:56:23.293;2017-12-13 11:56:23.295
28;milch;144;2017-12-13 11:56:28.297;2017-12-13 11:56:28.298
29;milch;142;2017-12-13 11:56:33.299;2017-12-13 11:56:33.3
30;milch;140;2017-12-13 11:56:38.302;2017-12-13 11:56:38.303
31;milch;138;2017-12-13 11:56:43.304;2017-12-13 11:56:43.306
32;milch;136;2017-12-13 11:56:48.307;2017-12-13 11:56:48.308
33;milch;134;2017-12-13 11:56:53.31;2017-12-13 11:56:53.311
34;milch;132;2017-12-13 11:56:58.311;2017-12-13 11:56:58.312
35;milch;130;2017-12-13 11:57:03.314;2017-12-13 11:57:03.315
36;milch;128;2017-12-13 11:57:08.316;2017-12-13 11:57:08.318
37;milch;126;2017-12-13 11:57:13.32;2017-12-13 11:57:13.322
38;milch;124;2017-12-13 11:57:18.322;2017-12-13 11:57:18.324
39;milch;122;2017-12-13 11:57:23.326;2017-12-13 11:57:23.327
40;milch;120;2017-12-13 11:57:28.328;2017-12-13 11:57:28.33
41;milch;118;2017-12-13 11:57:33.331;2017-12-13 11:57:33.332
42;milch;116;2017-12-13 11:57:38.334;2017-12-13 11:57:38.335
43;milch;114;2017-12-13 11:57:43.337;2017-12-13 11:57:43.338
44;milch;112;2017-12-13 11:57:48.339;2017-12-13 11:57:48.34
45;milch;110;2017-12-13 11:57:53.341;2017-12-13 11:57:53.341
46;milch;108;2017-12-13 11:57:58.342;2017-12-13 11:57:58.344
47;milch;106;2017-12-13 11:58:03.345;2017-12-13 11:58:03.347
48;milch;104;2017-12-13 11:58:08.348;2017-12-13 11:58:08.348
49;milch;102;2017-12-13 11:58:13.349;2017-12-13 11:58:13.35
50;milch;100;2017-12-13 11:58:18.351;2017-12-13 11:58:18.352
51;milch;98;2017-12-13 11:58:23.352;2017-12-13 11:58:23.354
52;milch;96;2017-12-13 11:58:28.355;2017-12-13 11:58:28.356
53;milch;94;2017-12-13 11:58:33.357;2017-12-13 11:58:33.359
54;milch;92;2017-12-13 11:58:38.359;2017-12-13 11:58:38.361
55;milch;90;2017-12-13 11:58:43.362;2017-12-13 11:58:43.363
56;milch;88;2017-12-13 11:58:48.363;2017-12-13 11:58:48.365
57;milch;86;2017-12-13 11:58:53.365;2017-12-13 11:58:53.367
58;milch;84;2017-12-13 11:58:58.368;2017-12-13 11:58:58.37
59;milch;82;2017-12-13 11:59:03.371;2017-12-13 11:59:03.373
60;milch;80;2017-12-13 11:59:08.374;2017-12-13 11:59:08.375
61;milch;78;2017-12-13 11:59:13.377;2017-12-13 11:59:13.378
62;milch;76;2017-12-13 11:59:18.378;2017-12-13 11:59:18.379
63;milch;74;2017-12-13 11:59:23.38;2017-12-13 11:59:23.381
64;milch;72;2017-12-13 11:59:28.382;2017-12-13 11:59:28.384
65;milch;70;2017-12-13 11:59:33.385;2017-12-13 11:59:33.386
66;milch;68;2017-12-13 11:59:38.387;2017-12-13 11:59:38.388
67;milch;66;2017-12-13 11:59:43.39;2017-12-13 11:59:43.391
68;milch;64;2017-12-13 11:59:48.392;2017-12-13 11:59:48.393
69;milch;62;2017-12-13 11:59:53.394;2017-12-13 11:59:53.396
70;milch;60;2017-12-13 11:59:58.396;2017-12-13 11:59:58.397
71;milch;58;2017-12-13 12:00:03.398;2017-12-13 12:00:03.399
72;milch;56;2017-12-13 12:00:08.4;2017-12-13 12:00:08.401
73;milch;54;2017-12-13 12:00:13.403;2017-12-13 12:00:13.404
74;milch;52;2017-12-13 12:00:18.404;2017-12-13 12:00:18.405
75;milch;50;2017-12-13 12:00:23.406;2017-12-13 12:00:23.407
76;milch;48;2017-12-13 12:00:28.408;2017-12-13 12:00:28.409
77;milch;46;2017-12-13 12:00:33.411;2017-12-13 12:00:33.412
78;milch;44;2017-12-13 12:00:38.413;2017-12-13 12:00:38.414
79;milch;42;2017-12-13 12:00:43.415;2017-12-13 12:00:43.416
80;milch;40;2017-12-13 12:00:48.416;2017-12-13 12:00:48.418
81;milch;38;2017-12-13 12:00:53.419;2017-12-13 12:00:53.42
82;milch;36;2017-12-13 12:00:58.421;2017-12-13 12:00:58.422
83;milch;34;2017-12-13 12:01:03.425;2017-12-13 12:01:03.426
84;milch;32;2017-12-13 12:01:08.427;2017-12-13 12:01:08.429
85;milch;30;2017-12-13 12:01:13.431;2017-12-13 12:01:13.432
86;milch;28;2017-12-13 12:01:18.433;2017-12-13 12:01:18.435
87;milch;26;2017-12-13 12:01:23.435;2017-12-13 12:01:23.437
88;milch;24;2017-12-13 12:01:28.438;2017-12-13 12:01:28.439
89;milch;22;2017-12-13 12:01:33.44;2017-12-13 12:01:33.442
90;milch;20;2017-12-13 12:01:38.442;2017-12-13 12:01:38.444
91;milch;18;2017-12-13 12:01:43.446;2017-12-13 12:01:43.447
92;milch;16;2017-12-13 12:01:48.448;2017-12-13 12:01:48.449
93;milch;14;2017-12-13 12:01:53.45;2017-12-13 12:01:53.452
94;milch;12;2017-12-13 12:01:58.452;2017-12-13 12:01:58.454
95;milch;10;2017-12-13 12:02:03.455;2017-12-13 12:02:03.456
96;milch;8;2017-12-13 12:02:09.581;2017-12-13 12:02:09.582
97;milch;6;2017-12-13 12:02:15.584;2017-12-13 12:02:15.586
98;milch;4;2017-12-13 12:02:21.589;2017-12-13 12:02:21.591
99;milch;2;2017-12-13 12:02:27.592;2017-12-13 12:02:27.594
100;milch;0;2017-12-13 12:02:33.596;2017-12-13 12:02:33.597
101;milch;0;2017-12-13 12:02:39.602;2017-12-13 12:02:39.603
102;milch;0;2017-12-13 12:02:45.607;2017-12-13 12:02:45.609
